SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
M6696,4,696,0.764463006491114,0.4885,1000,0.0349250842868588,0.0350118582715214,0.999991219874902,-0.0355199872917069
M8126,5,126,0.764545016994261,0.495,1000,0.0349250842868588,0.0350117960128877,0.999991219874902,-0.0352662109581843
M5630,3,1630,0.764546295213316,0.4965,1000,0.0349250842868588,0.035011795042714,0.999991219874902,0.0341045413043162
M9423,5,1423,0.764617986887565,0.481,1000,0.0349250842868588,0.0350117406379428,0.999991219874902,0.035303807792161
M7769,4,1769,0.764628282226098,0.482,1000,0.0349250842868588,0.0350117328266309,0.999991219874902,-0.0359457841308881
M1355,1,1355,0.764701135683207,0.492,1000,0.0349250842868588,0.0350116775619926,0.999991219874902,-0.0350750565839348
M6968,4,968,0.764710939291754,0.4885,1000,0.0349250842868588,0.0350116701267067,0.999991219874902,0.0346452189348838
M2766,2,766,0.764711616837783,0.496,1000,0.0349250842868588,0.0350116696128547,0.999991219874902,-0.0350523969557344
M3246,2,1246,0.764779883792648,0.494,1000,0.0349250842868588,0.0350116178474326,0.999991219874902,0.0351531397276403
M3824,2,1824,0.764871738174933,0.476,1000,0.0349250842868588,0.035011548222767,0.999991219874902,-0.0349720488449634
M815,1,815,0.7649318754277,0.4875,1000,0.0349250842868588,0.0350115026558936,0.999991219874902,-0.0347144118903202
M2837,2,837,0.76495360298345,0.4925,1000,0.0349250842868588,0.0350114861958247,0.999991219874902,0.0342289539018452
M5961,3,1961,0.764983138354613,0.4935,1000,0.0349250842868588,0.0350114638235586,0.999991219874902,0.0348634464497195
M6420,4,420,0.764996965370279,0.4615,1000,0.0349250842868588,0.0350114533510387,0.999991219874902,-0.0345169808117589
M9520,5,1520,0.765002112380799,0.487,1000,0.0349250842868588,0.0350114494528948,0.999991219874902,-0.0345455955016973
M9734,5,1734,0.765021023767978,0.485,1000,0.0349250842868588,0.0350114351309696,0.999991219874902,-0.0344899313701603
M2097,2,97,0.765023180319658,0.486,1000,0.0349250842868588,0.0350114334978585,0.999991219874902,0.0348158731408148
M130,1,130,0.765301272339379,0.4805,1000,0.0349250842868588,0.0350112230454642,0.999991219874902,-0.0353018116067574
M4778,3,778,0.765348498090554,0.479,1000,0.0349250842868588,0.0350111873340966,0.999991219874902,0.0350593274558832
M1717,1,1717,0.765425244209756,0.4745,1000,0.0349250842868588,0.035011129317091,0.999991219874902,0.0343195379024337
M8674,5,674,0.765561192552467,0.4865,1000,0.0349250842868588,0.0350110265978396,0.999991219874902,-0.0349925610934747
M4446,3,446,0.765655136827421,0.491,1000,0.0349250842868588,0.0350109556548738,0.999991219874902,-0.0351550309416666
M6409,4,409,0.765689801395484,0.4825,1000,0.0349250842868588,0.0350109294856293,0.999991219874902,0.0346520457345036
M4954,3,954,0.765715824610797,0.497,1000,0.0349250842868588,0.0350109098428397,0.999991219874902,0.035263928510517
M3431,2,1431,0.765749176968378,0.4925,1000,0.0349250842868588,0.0350108846714577,0.999991219874902,-0.0341728235611072
M1016,1,1016,0.765798267120827,0.486,1000,0.0349250842868588,0.0350108476299047,0.999991219874902,0.0345562277652789
M5143,3,1143,0.766106719880916,0.4975,1000,0.0349250842868588,0.0350106150824789,0.999991219874902,-0.0341550588627229
M1534,1,1534,0.766119019401612,0.486,1000,0.0349250842868588,0.0350106058168024,0.999991219874902,-0.0354347314374195
M1747,1,1747,0.766153656311473,0.4865,1000,0.0349250842868588,0.035010579726488,0.999991219874902,-0.035312456543295
M5159,3,1159,0.766253171633006,0.4835,1000,0.0349250842868588,0.035010504790505,0.999991219874902,0.0351504515483612
M1149,1,1149,0.766263587328417,0.4885,1000,0.0349250842868588,0.0350104969494563,0.999991219874902,-0.0344687562841841
M2561,2,561,0.766317725313977,0.49,1000,0.0349250842868588,0.0350104562000938,0.999991219874902,-0.0348094189112089
M3994,2,1994,0.766606219216582,0.487,1000,0.0349250842868588,0.0350102392307605,0.999991219874902,-0.0341551934366748
M5179,3,1179,0.76662179223919,0.4935,1000,0.0349250842868588,0.0350102275272093,0.999991219874902,-0.0338894224905744
M3936,2,1936,0.766666895728562,0.492,1000,0.0349250842868588,0.0350101936356492,0.999991219874902,0.0351347905457828
M4974,3,974,0.766813470657491,0.4875,1000,0.0349250842868588,0.0350100835473454,0.999991219874902,0.0348966163039108
M3315,2,1315,0.766863630557607,0.499,1000,0.0349250842868588,0.0350100458914571,0.999991219874902,-0.0345789798911369
M3927,2,1927,0.76690331849967,0.4925,1000,0.0349250842868588,0.0350100161034822,0.999991219874902,0.0358650747281786
M6872,4,872,0.766916278698623,0.499,1000,0.0349250842868588,0.0350100063773724,0.999991219874902,-0.0342155388613605
M6856,4,856,0.766973936243931,0.491,1000,0.0349250842868588,0.0350099631150412,0.999991219874902,0.0342731212656986
M5538,3,1538,0.767402436800418,0.486,1000,0.0349250842868588,0.0350096419727909,0.999991219874902,-0.0345137193980349
M4900,3,900,0.767500680215932,0.49,1000,0.0349250842868588,0.0350095684369771,0.999991219874902,-0.0340479797213789
M9557,5,1557,0.767919347232085,0.491,1000,0.0349250842868588,0.0350092554520346,0.999991219874902,0.0340235042790482
M5481,3,1481,0.767940479405577,0.4935,1000,0.0349250842868588,0.0350092396708928,0.999991219874902,0.0337639108031453
M2383,2,383,0.767951733132874,0.4895,1000,0.0349250842868588,0.0350092312674611,0.999991219874902,-0.0345692649509033
M9913,5,1913,0.767967421974326,0.4875,1000,0.0349250842868588,0.035009219552985,0.999991219874902,0.0350219745417917
M2729,2,729,0.768119734906884,0.487,1000,0.0349250842868588,0.0350091058706871,0.999991219874902,0.0349382269819216
M1639,1,1639,0.768120250029221,0.4975,1000,0.0349250842868588,0.0350091054863553,0.999991219874902,-0.0342265226724976
M9884,5,1884,0.768158819626685,0.4925,1000,0.0349250842868588,0.0350090767123676,0.999991219874902,-0.0340619354264504
M689,1,689,0.7681594256192,0.499,1000,0.0349250842868588,0.0350090762603239,0.999991219874902,-0.0352078993266218
M8201,5,201,0.768429446032915,0.476,1000,0.0349250842868588,0.0350088749682099,0.999991219874902,-0.0333850845138954
M4265,3,265,0.768629563013976,0.4825,1000,0.0349250842868588,0.0350087259563319,0.999991219874902,0.0341455551853187
M1059,1,1059,0.768830254173617,0.498,1000,0.0349250842868588,0.0350085766616268,0.999991219874902,0.0343713395113241
M8171,5,171,0.768878847223907,0.495,1000,0.0349250842868588,0.0350085405349138,0.999991219874902,0.0346240533318678
M6775,4,775,0.768978483580624,0.4965,1000,0.0349250842868588,0.0350084664863911,0.999991219874902,0.0344018848396104
M9072,5,1072,0.769089119854692,0.4845,1000,0.0349250842868588,0.0350083843046984,0.999991219874902,-0.0343989939731273
M730,1,730,0.769106036502634,0.4955,1000,0.0349250842868588,0.0350083717427293,0.999991219874902,0.0347606451392153
M5907,3,1907,0.769219279050558,0.4995,1000,0.0349250842868588,0.0350082876775391,0.999991219874902,-0.0343021968446919
M3753,2,1753,0.769379627744157,0.4945,1000,0.0349250842868588,0.0350081687221349,0.999991219874902,0.0341975526004603
M5171,3,1171,0.769463112503324,0.4895,1000,0.0349250842868588,0.0350081068251746,0.999991219874902,-0.0344239062783913
M8079,5,79,0.769463421826067,0.4995,1000,0.0349250842868588,0.0350081065958838,0.999991219874902,0.0341335394967359
M3076,2,1076,0.769484928612307,0.493,1000,0.0349250842868588,0.035008090654481,0.999991219874902,-0.0342582833295637
M4449,3,449,0.769556951537183,0.488,1000,0.0349250842868588,0.0350080372812861,0.999991219874902,-0.0345434956781787
M7198,4,1198,0.769761607265579,0.4905,1000,0.0349250842868588,0.0350078857211508,0.999991219874902,-0.0346354386491043
M998,1,998,0.769854130797758,0.4995,1000,0.0349250842868588,0.035007817251183,0.999991219874902,-0.0342445857095299
M5392,3,1392,0.769908877465888,0.4925,1000,0.0349250842868588,0.0350077767516179,0.999991219874902,-0.0338053573962043
M8598,5,598,0.770022463355019,0.4835,1000,0.0349250842868588,0.035007692759302,0.999991219874902,-0.0342828560047224
M8894,5,894,0.770068832510523,0.4925,1000,0.0349250842868588,0.0350076584844449,0.999991219874902,0.0340117422178992
M4006,3,6,0.770091180548419,0.487,1000,0.0349250842868588,0.0350076419681211,0.999991219874902,-0.0337371870243715
M3292,2,1292,0.770148974845744,0.49,1000,0.0349250842868588,0.0350075992635464,0.999991219874902,-0.0336022663934159
M732,1,732,0.7701771164229,0.4855,1000,0.0349250842868588,0.0350075784738942,0.999991219874902,-0.03446276310234
M9320,5,1320,0.770665951641425,0.4855,1000,0.0349250842868588,0.0350072177993722,0.999991219874902,0.0340910445929694
M3228,2,1228,0.770707025956493,0.499,1000,0.0349250842868588,0.0350071875327911,0.999991219874902,-0.0347628927223127
M1051,1,1051,0.770805552092272,0.499,1000,0.0349250842868588,0.0350071149561543,0.999991219874902,0.0336840523586943
M7276,4,1276,0.770812289588181,0.5,1000,0.0349250842868588,0.0350071099944282,0.999991219874902,0.0339999057429168
M9347,5,1347,0.771060346850252,0.4795,1000,0.0349250842868588,0.0350069274298521,0.999991219874902,0.0340699781632452
M8447,5,447,0.771085819139277,0.492,1000,0.0349250842868588,0.035006908695312,0.999991219874902,-0.0336499445494383
M8196,5,196,0.771132805432833,0.4725,1000,0.0349250842868588,0.0350068741436003,0.999991219874902,0.033786161817261
M6505,4,505,0.771281141272605,0.4975,1000,0.0349250842868588,0.0350067651156987,0.999991219874902,0.0339285476998157
M3095,2,1095,0.771412482399504,0.488,1000,0.0349250842868588,0.0350066686448625,0.999991219874902,0.0336238638798818
M1325,1,1325,0.771666294926604,0.4875,1000,0.0349250842868588,0.0350064823932064,0.999991219874902,-0.0338928658164832
M7148,4,1148,0.771689899952534,0.498,1000,0.0349250842868588,0.035006465083196,0.999991219874902,0.0339705224163822
M8715,5,715,0.771709322306893,0.4685,1000,0.0349250842868588,0.0350064508419122,0.999991219874902,0.0341495460392025
M306,1,306,0.771771771102195,0.477,1000,0.0349250842868588,0.0350064050610021,0.999991219874902,-0.0335584572939069
M523,1,523,0.771848070774218,0.499,1000,0.0349250842868588,0.0350063491450339,0.999991219874902,0.0341619298031333
M7611,4,1611,0.771921405300753,0.4825,1000,0.0349250842868588,0.0350062954217157,0.999991219874902,0.0338302704925013
M9977,5,1977,0.771963998184241,0.4915,1000,0.0349250842868588,0.0350062642279132,0.999991219874902,-0.034654389427601
M5413,3,1413,0.772146502658959,0.4885,1000,0.0349250842868588,0.0350061306404312,0.999991219874902,-0.0336770909659094
M4270,3,270,0.772169415151077,0.5,1000,0.0349250842868588,0.0350061138776406,0.999991219874902,-0.0338404381065516
M406,1,406,0.772175830378418,0.4955,1000,0.0349250842868588,0.0350061091845946,0.999991219874902,-0.0339669700364311
M1323,1,1323,0.772232500943295,0.4715,1000,0.0349250842868588,0.0350060677337506,0.999991219874902,0.0337353946624717
M7842,4,1842,0.772264303559134,0.4855,1000,0.0349250842868588,0.0350060444772352,0.999991219874902,0.0341322726342241
M6626,4,626,0.772489188480322,0.498,1000,0.0349250842868588,0.0350058801273975,0.999991219874902,-0.0338764171473258
M2128,2,128,0.772521850255648,0.489,1000,0.0349250842868588,0.0350058562726543,0.999991219874902,-0.0340847447555461
M4210,3,210,0.772844430269733,0.4945,1000,0.0349250842868588,0.0350056208791408,0.999991219874902,-0.0342248474895541
M221,1,221,0.772913973353915,0.5,1000,0.0349250842868588,0.0350055701808334,0.999991219874902,-0.0330293824196133
M8018,5,18,0.772929234341601,0.4825,1000,0.0349250842868588,0.0350055590575835,0.999991219874902,-0.033575624978937
M8583,5,583,0.772968954826201,0.4725,1000,0.0349250842868588,0.0350055301104784,0.999991219874902,-0.0341105431145365
M347,1,347,0.773114942387012,0.4925,1000,0.0349250842868588,0.0350054237675635,0.999991219874902,0.0337814872777926
M1624,1,1624,0.773189132444654,0.481,1000,0.0349250842868588,0.0350053697538901,0.999991219874902,-0.0331006727925569
M1934,1,1934,0.773241800638607,0.4905,1000,0.0349250842868588,0.0350053314210341,0.999991219874902,0.0337702140889746
M8419,5,419,0.773242334134407,0.4845,1000,0.0349250842868588,0.035005331032798,0.999991219874902,0.0339895676929132
M2476,2,476,0.773316210514618,0.488,1000,0.0349250842868588,0.0350052772810906,0.999991219874902,0.0346060457997623
M8643,5,643,0.773349959199635,0.4835,1000,0.0349250842868588,0.0350052527323791,0.999991219874902,0.0330231363875555
M5090,3,1090,0.77356081905162,0.5,1000,0.0349250842868588,0.0350050994455817,0.999991219874902,-0.0339540371696216
M8266,5,266,0.773621868690655,0.489,1000,0.0349250842868588,0.0350050550945568,0.999991219874902,-0.0338625632382445
M3561,2,1561,0.773677574634984,0.4995,1000,0.0349250842868588,0.0350050146372052,0.999991219874902,0.0334288517051391
M859,1,859,0.773904598560559,0.4825,1000,0.0349250842868588,0.0350048498719975,0.999991219874902,0.0333756921896224
M7771,4,1771,0.774005426302911,0.4925,1000,0.0349250842868588,0.0350047767541323,0.999991219874902,0.0338078158274584
M3605,2,1605,0.774044036710378,0.485,1000,0.0349250842868588,0.0350047487644004,0.999991219874902,0.032966686683551
M1725,1,1725,0.774059808196879,0.4895,1000,0.0349250842868588,0.0350047373327531,0.999991219874902,0.0334518621590973
M6251,4,251,0.774185600417716,0.496,1000,0.0349250842868588,0.0350046461865486,0.999991219874902,-0.0332653781870818
M5053,3,1053,0.774237995400652,0.492,1000,0.0349250842868588,0.0350046082389883,0.999991219874902,-0.0332643245353665
M64,1,64,0.774257282612707,0.4835,1000,0.0349250842868588,0.0350045942725106,0.999991219874902,-0.0336153188654862
M709,1,709,0.774430750686359,0.4795,1000,0.0349250842868588,0.0350044687184728,0.999991219874902,-0.0333862271070871
M673,1,673,0.77444249355454,0.488,1000,0.0349250842868588,0.0350044602230114,0.999991219874902,-0.0338881067245893
M2933,2,933,0.774477393421985,0.4915,1000,0.0349250842868588,0.0350044349773562,0.999991219874902,0.0336328320970551
M7588,4,1588,0.774562227052792,0.485,1000,0.0349250842868588,0.0350043736290387,0.999991219874902,-0.0334552950773741
M2527,2,527,0.774607916989055,0.496,1000,0.0349250842868588,0.0350043405985236,0.999991219874902,0.0332013727937692
M9868,5,1868,0.774639774871867,0.4915,1000,0.0349250842868588,0.0350043175719879,0.999991219874902,-0.0325651802609173
M9601,5,1601,0.774699747669573,0.499,1000,0.0349250842868588,0.035004274234117,0.999991219874902,-0.0335561529101369
M2453,2,453,0.774722879876695,0.4995,1000,0.0349250842868588,0.0350042575216234,0.999991219874902,-0.0330125366633638
M4855,3,855,0.774894792509729,0.493,1000,0.0349250842868588,0.0350041333784396,0.999991219874902,0.0335160946322617
M7670,4,1670,0.77503447684411,0.4945,1000,0.0349250842868588,0.0350040325858566,0.999991219874902,0.0331908285807572
M6133,4,133,0.77554168077348,0.4985,1000,0.0349250842868588,0.0350036671854065,0.999991219874902,-0.0335406577301569
M9933,5,1933,0.7756433078234,0.4975,1000,0.0349250842868588,0.0350035940813556,0.999991219874902,-0.0336058361349956
M8821,5,821,0.775813031175252,0.4625,1000,0.0349250842868588,0.0350034720751514,0.999991219874902,-0.0334611873040558
M2611,2,611,0.776048142202219,0.474,1000,0.0349250842868588,0.0350033032342585,0.999991219874902,0.0336375853399886
M6470,4,470,0.776091618996325,0.4925,1000,0.0349250842868588,0.0350032720337127,0.999991219874902,-0.033359312973289
M5565,3,1565,0.776156294025764,0.489,1000,0.0349250842868588,0.0350032256329853,0.999991219874902,-0.0324575247530561
M8441,5,441,0.776216995014019,0.4945,1000,0.0349250842868588,0.035003182096954,0.999991219874902,0.03352908687026
M4244,3,244,0.776349042679038,0.4815,1000,0.0349250842868588,0.0350030874348642,0.999991219874902,0.0337854453339332
M9732,5,1732,0.776361161003337,0.4975,1000,0.0349250842868588,0.0350030787506088,0.999991219874902,-0.0345087055630415
M7795,4,1795,0.776590953448705,0.484,1000,0.0349250842868588,0.0350029141752427,0.999991219874902,0.0330028583279613
M7059,4,1059,0.776692227222652,0.495,1000,0.0349250842868588,0.0350028417034719,0.999991219874902,0.033677173599699
M5106,3,1106,0.77676386436172,0.498,1000,0.0349250842868588,0.0350027904617787,0.999991219874902,-0.0331364259870384
M7617,4,1617,0.776797157376204,0.4915,1000,0.0349250842868588,0.0350027666536612,0.999991219874902,-0.0339215438508518
M4180,3,180,0.776822534952643,0.4855,1000,0.0349250842868588,0.03500274850859,0.999991219874902,0.0336691653036496
M4748,3,748,0.776912884274791,0.495,1000,0.0349250842868588,0.035002683927032,0.999991219874902,-0.0329334703004065
M6062,4,62,0.777032769565485,0.4885,1000,0.0349250842868588,0.0350025982780108,0.999991219874902,0.0337328116580125
M8292,5,292,0.777325444267365,0.4945,1000,0.0349250842868588,0.0350023893985447,0.999991219874902,0.0325878483218958
M803,1,803,0.777345837214121,0.4875,1000,0.0349250842868588,0.0350023748556149,0.999991219874902,-0.0329557181527207
M861,1,861,0.777354307929134,0.4995,1000,0.0349250842868588,0.0350023688152833,0.999991219874902,-0.0327935745028753
M7554,4,1554,0.777355436070679,0.485,1000,0.0349250842868588,0.0350023680108428,0.999991219874902,0.0330425740093006
M3542,2,1542,0.777413512421959,0.49,1000,0.0349250842868588,0.0350023266046224,0.999991219874902,0.0332268453437337
M7580,4,1580,0.777895320722786,0.49,1000,0.0349250842868588,0.0350019835556775,0.999991219874902,0.0327667294200182
M8064,5,64,0.778007381704736,0.487,1000,0.0349250842868588,0.0350019038860814,0.999991219874902,0.0328281853573458
M7492,4,1492,0.778035574487757,0.499,1000,0.0349250842868588,0.0350018838494798,0.999991219874902,0.0328233243644149
M849,1,849,0.77808870696209,0.4955,1000,0.0349250842868588,0.0350018460959178,0.999991219874902,-0.0327849885781006
M5383,3,1383,0.778095675999467,0.4985,1000,0.0349250842868588,0.035001841144774,0.999991219874902,-0.0330059876687301
